year,monthId,pbt,park,street,location,activity_days
2023,5,MP KLUANG,JALAN BATU PAHAT,JALAN BATU PAHAT,"JABATAN PENGANGKUTAN JALAN, PEJABAT PENTADBIRAN FELDA WILAYAH SELATAN","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,JALAN BATU PAHAT,JALAN BATU PAHAT,WISMA PERSEKUTUAN,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,JALAN NIYOR,JALAN NIYOR,SMK SERI PERDANA,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,KAMPUNG KOLAM AIR,LORONG 1,,"Monday,Thursday"
2023,5,MP KLUANG,KAMPUNG KOLAM AIR,LORONG 2,,"Monday,Thursday"
2023,5,MP KLUANG,KAMPUNG KOLAM AIR,LORONG 3,,"Monday,Thursday"
2023,5,MP KLUANG,"KAMPUNG MELAYU BATU 6, SRI LALANG",JALAN SEKOLAH,SK SERI LALANG,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,KAWASAN PASAR,JALAN BERANGAN,,"Monday,Tuesday,Wednesday,Thursday,Saturday,Sunday"
2023,5,MP KLUANG,KAWASAN PASAR,JALAN BERANGAN,PASAR AWAM,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday"
2023,5,MP KLUANG,KAWASAN PASAR,JALAN TEMBIKAI,,"Monday,Tuesday,Wednesday,Thursday,Saturday,Sunday"
2023,5,MP KLUANG,KAWASAN PASAR,JALAN RAMBUTAN,,"Monday,Tuesday,Wednesday,Thursday,Saturday,Sunday"
2023,5,MP KLUANG,KAWASAN PEJABAT KERAJAAN,JALAN PEJABAT KERAJAAN 1,MPK,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,KAWASAN PEJABAT KERAJAAN,JALAN PEJABAT KERAJAAN 1,PEJABAT AGAMA KLUANG,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,KAWASAN PEJABAT KERAJAAN,JALAN PEJABAT KERAJAAN 1,KASTAM,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,KAWASAN PEJABAT KERAJAAN,JALAN PEJABAT KERAJAAN 1, MAHKAMAH TINGGI,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,KAWASAN PEJABAT KERAJAAN,JALAN PEJABAT KERAJAAN 2,JABATAN KERJA RAYA,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,KAWASAN RUMAH VVIP,JALAN KOLAM AIR,KEDIAMAN JURUTERA JKR,"Wednesday,Sunday"
2023,5,MP KLUANG,KAWASAN RUMAH VVIP,JALAN KOLAM AIR,KUARTERS KERAJAAN,"Wednesday,Sunday"
2023,5,MP KLUANG,KAWASAN RUMAH VVIP,JALAN KOLAM AIR,KEDIAMAN PEGAWAI DAERAH KLUANG,"Wednesday,Sunday"
2023,5,MP KLUANG,KAWASAN RUMAH VVIP,JALAN KOLAM AIR,KEDIAMAN YANG DI-PERTUA MPK,"Wednesday,Sunday"
2023,5,MP KLUANG,KAWASAN RUMAH VVIP,JALAN KOLAM AIR,ISTANA SRI LAMBAK,"Wednesday,Sunday"
2023,5,MP KLUANG,KAWASAN RUMAH VVIP,JALAN KEBUN TEH,KEDIAMAN RASMI PEGAWAI KANAN POLIS,"Wednesday,Sunday"
2023,5,MP KLUANG,KAWASAN RUMAH VVIP,JALAN KEBUN TEH,KEDIAMAN PENTADBIR TANAH KLUANG,"Wednesday,Sunday"
2023,5,MP KLUANG,KAWASAN SRI LALANG,JALAN BAHARU,,"Monday,Thursday"
2023,5,MP KLUANG,KAWASAN SRI LALANG,JALAN BUKIT,,"Monday,Thursday"
2023,5,MP KLUANG,KAWASAN SRI LALANG,JALAN ESTET,,"Monday,Thursday"
2023,5,MP KLUANG,KAWASAN SRI LALANG,JALAN ESTET,SURAU,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,KAWASAN SRI LALANG,JALAN HUJUNG,,"Monday,Thursday"
2023,5,MP KLUANG,KAWASAN SRI LALANG,JALAN HUJUNG 2,,"Monday,Thursday"
2023,5,MP KLUANG,KAWASAN SRI LALANG,JALAN HUJUNG 3,,"Monday,Thursday"
2023,5,MP KLUANG,KAWASAN SRI LALANG,JALAN HUJUNG 4,,"Monday,Thursday"
2023,5,MP KLUANG,KAWASAN SRI LALANG,JALAN HUJUNG 5,,"Monday,Thursday"
2023,5,MP KLUANG,KAWASAN SRI LALANG,JALAN KLINIK,PASAR AWAM,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,KAWASAN SRI LALANG,JALAN MERDEKA,,"Monday,Thursday"
2023,5,MP KLUANG,KAWASAN SRI LALANG,JALAN MERDEKA,,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,KAWASAN SRI LALANG,JALAN MERDEKA,,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,KAWASAN SRI LALANG,JALAN MERDEKA,GERAI MPK,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,KAWASAN SRI LALANG,JALAN PASAR,,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,KAWASAN SRI LALANG,JALAN PASAR,,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,KAWASAN SRI LALANG,JALAN PAYA,,"Monday,Thursday"
2023,5,MP KLUANG,KAWASAN SRI LALANG,JALAN PAYA A,,"Monday,Thursday"
2023,5,MP KLUANG,KAWASAN SRI LALANG,JALAN PAYA B,,"Monday,Thursday"
2023,5,MP KLUANG,KAWASAN SRI LALANG,JALAN PAYA C,,"Monday,Thursday"
2023,5,MP KLUANG,KAWASAN SRI LALANG,JALAN PAYA C,BALAI POLIS SRI LALANG,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,KAWASAN SRI LALANG,JALAN PAYA D,,"Monday,Thursday"
2023,5,MP KLUANG,KAWASAN SRI LALANG,JALAN PAYA E,,"Monday,Thursday"
2023,5,MP KLUANG,KAWASAN SRI LALANG,JALAN PENDEK,,"Monday,Thursday"
2023,5,MP KLUANG,KAWASAN SRI LALANG,JALAN RUMAH PANJANG,,"Monday,Thursday"
2023,5,MP KLUANG,KAWASAN SRI LALANG,JALAN SELAMAT,,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,KAWASAN SRI LALANG,JALAN SUNGAI,,"Monday,Thursday"
2023,5,MP KLUANG,KAWASAN SRI LALANG,JALAN TEPI,,"Monday,Thursday"
2023,5,MP KLUANG,KAWASAN SRI LALANG,JALAN TINGGI,,"Monday,Thursday"
2023,5,MP KLUANG,KAWASAN SRI LALANG,LORONG B1,,"Monday,Thursday"
2023,5,MP KLUANG,KAWASAN SRI LALANG,LORONG TINGGI 1,,"Monday,Thursday"
2023,5,MP KLUANG,KAWASAN SRI LALANG,LORONG TINGGI 2,,"Monday,Thursday"
2023,5,MP KLUANG,KAWASAN SRI LALANG,LORONG PAYA 1,,"Monday,Thursday"
2023,5,MP KLUANG,KAWASAN SRI LALANG,LORONG PAYA 2,,"Monday,Thursday"
2023,5,MP KLUANG,KAWASAN SRI LALANG,LORONG PAYA 3,,"Monday,Thursday"
2023,5,MP KLUANG,KAWASAN SRI LALANG,LORONG TEPI 1,,"Monday,Thursday"
2023,5,MP KLUANG,KAWASAN SRI LALANG,LORONG TEPI 2,,"Monday,Thursday"
2023,5,MP KLUANG,KAWASAN SRI LALANG,LORONG TEPI 3,,"Monday,Thursday"
2023,5,MP KLUANG,KAWASAN SRI LALANG,LORONG TEPI 4,,"Monday,Thursday"
2023,5,MP KLUANG,KAWASAN SRI LALANG,LORONG TEPI 5,,"Monday,Thursday"
2023,5,MP KLUANG,KAWASAN SRI LALANG,LORONG 1,,"Monday,Thursday"
2023,5,MP KLUANG,KAWASAN SRI LALANG,LORONG 5,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN KEM MAHKOTA,JALAN HOSPITAL,BALAI PENGAWAL UTAMA,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN KEM MAHKOTA,JALAN HOSPITAL,WISMA BINTARA 33RAD,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN KEM MAHKOTA,JALAN HOSPITAL,DEWAN MAHKOTA / TADIKA / SURAU AL-MAKMUR,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN KEM MAHKOTA,JALAN HOSPITAL,KUARTERS BUJANG BATALION KE-2 PPAT,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN KEM MAHKOTA,JALAN HOSPITAL,KUARTERS PEGAWAI JALAN DORSET,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN KEM MAHKOTA,JALAN HOSPITAL,BALAI PENGAWAL WISMA PERWIRA,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN KEM MAHKOTA,JALAN HOSPITAL,SEKOLAH AGAMA KEM MAHKOTA,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN KEM MAHKOTA,JALAN HOSPITAL,PERNAMA,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN KEM MAHKOTA,JALAN HOSPITAL,REJIMEN KE-61 ARTILERI DIRAJA,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN KEM MAHKOTA,JALAN HOSPITAL,KOMPLEKS 7BRIGED,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN KEM MAHKOTA,JALAN HOSPITAL,MARKAS 3 DIVISYEN RAJD,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN KEM MAHKOTA,JALAN HOSPITAL,PLATUN KENDERAAN,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN KEM MAHKOTA,JALAN HOSPITAL,WISMA PERWIRA SOUTHERN GUNNERS,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN KEM MAHKOTA,JALAN HOSPITAL,IKEM KOMPLEKS SEL TEMPUR,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN KEM MAHKOTA,JALAN HOSPITAL,IKEM SENTRAL,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN KEM MAHKOTA,JALAN HOSPITAL,BALAI PENGAWAL,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN KEM MAHKOTA,JALAN HOSPITAL,PUSAT PEMULIHAN PEMASYARAKATAN,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN KEM MAHKOTA,JALAN HOSPITAL,INSTITUT KEJURUTERAAN MEDAN TD,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN KEM MAHKOTA,JALAN HOSPITAL,WISMA PERWIRA 8 SKUADRON RAJD,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN KEM MAHKOTA,JALAN HOSPITAL,KOMPLEKS SAJIAN REJ-2 ARTILERI DIRAJA,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN KEM MAHKOTA,JALAN HOSPITAL,DEWAN MAKAN SELVARAJAH IKEM TD,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN KEM MAHKOTA,JALAN HOSPITAL,KELAB RENANG,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN KEM MAHKOTA,JALAN HOSPITAL,"BLOK E1-E2, F1-F4 [FLAT RSAT]","Monday,Thursday"
2023,5,MP KLUANG,TAMAN KEM MAHKOTA,JALAN HOSPITAL,BLOK A-F [FLAT 7 BRIGED],"Monday,Thursday"
2023,5,MP KLUANG,TAMAN KEM MAHKOTA,JALAN HOSPITAL,BLOK G1-G20 [PANGSAPURI MAHKOTA],"Monday,Thursday"
2023,5,MP KLUANG,TAMAN KEM MAHKOTA,JALAN HOSPITAL,MARKAS STESEN STAF,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN KEM MAHKOTA,JALAN HOSPITAL,BLOK KEDIAMAN PEGAWAI [PANGSAPURI MAHKOTA],"Monday,Thursday"
2023,5,MP KLUANG,TAMAN KEM MAHKOTA,JALAN HOSPITAL,WISMA PERWIRA REJ-881 PUTD,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN KEM MAHKOTA,JALAN HOSPITAL,BLOK F1-F4 [FLAT PEGAWAI KEM MAHKOTA],"Monday,Thursday"
2023,5,MP KLUANG,TAMAN KEM MAHKOTA,JALAN HOSPITAL,STOR SENJATA 8 SKUADRON RAJD,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN KEM MAHKOTA,JALAN HOSPITAL,KUARTERS WISMA PERWIRA REJ-881 PUTD,"Monday,Thursday"
2023,5,MP KLUANG, PUSAT BANDAR,JALAN SENTOSA,REJIMEN 501 ASKAR WATANIAH,"Tuesday,Friday"
2023,5,MP KLUANG, PUSAT BANDAR,JALAN SENTOSA,SM AGAMA KERAJAAN JOHOR,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG, PUSAT BANDAR,JALAN SENTOSA,PEJABAT PENDIDIKAN DAERAH  KLUANG,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG, PUSAT BANDAR,JALAN BINJAI,,"Monday,Tuesday,Wednesday,Thursday,Saturday,Sunday"
2023,5,MP KLUANG, PUSAT BANDAR,JALAN DATO HJ HASSAN,,"Monday,Tuesday,Wednesday,Thursday,Saturday,Sunday"
2023,5,MP KLUANG, PUSAT BANDAR,JALAN DATO RAUF,,"Monday,Tuesday,Wednesday,Thursday,Saturday,Sunday"
2023,5,MP KLUANG, PUSAT BANDAR,JALAN DATO TAN SENG LEONG,,"Monday,Tuesday,Wednesday,Thursday,Saturday,Sunday"
2023,5,MP KLUANG, PUSAT BANDAR,JALAN DATO TEOH SIEW KHOR,,"Monday,Tuesday,Wednesday,Thursday,Saturday,Sunday"
2023,5,MP KLUANG, PUSAT BANDAR,JALAN DUKU,,"Monday,Tuesday,Wednesday,Thursday,Saturday,Sunday"
2023,5,MP KLUANG, PUSAT BANDAR,JALAN DURIAN,,"Monday,Tuesday,Wednesday,Thursday,Saturday,Sunday"
2023,5,MP KLUANG, PUSAT BANDAR,JALAN HAJI MANAN,"BLOK G, H, I, J, K, L, M, N, P [FLAT HAJI MANAN]","Monday,Tuesday,Thursday,Friday"
2023,5,MP KLUANG, PUSAT BANDAR,JALAN HAJI MANAN,,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG, PUSAT BANDAR,JALAN HOSPITAL,SEKOLAH AGAMA BANDAR KLUANG,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG, PUSAT BANDAR,JALAN HOSPITAL,ASRAMA KOLEJ JURURAWAT MASYARAKAT,"Tuesday,Friday"
2023,5,MP KLUANG, PUSAT BANDAR,JALAN HOSPITAL,KUARTERS HOSPITAL KLUANG LAMA,"Tuesday,Friday"
2023,5,MP KLUANG, PUSAT BANDAR,JALAN ISMAIL,,"Monday,Tuesday,Wednesday,Thursday,Saturday,Sunday"
2023,5,MP KLUANG, PUSAT BANDAR,JALAN DATO KAPTEN AHMAD,,"Monday,Tuesday,Wednesday,Thursday,Saturday,Sunday"
2023,5,MP KLUANG, PUSAT BANDAR,JALAN LAMBAK,,"Monday,Tuesday,Wednesday,Thursday,Saturday,Sunday"
2023,5,MP KLUANG, PUSAT BANDAR,JALAN LANGSAT,,"Monday,Tuesday,Wednesday,Thursday,Saturday,Sunday"
2023,5,MP KLUANG, PUSAT BANDAR,JALAN MANGGIS,,"Monday,Tuesday,Wednesday,Thursday,Saturday,Sunday"
2023,5,MP KLUANG, PUSAT BANDAR,JALAN MATA KUCING,,"Monday,Tuesday,Wednesday,Thursday,Saturday,Sunday"
2023,5,MP KLUANG, PUSAT BANDAR,JALAN MD LAZIM SAIM,,"Monday,Tuesday,Wednesday,Thursday,Saturday,Sunday"
2023,5,MP KLUANG, PUSAT BANDAR,JALAN MERSING,,"Monday,Tuesday,Wednesday,Thursday,Saturday,Sunday"
2023,5,MP KLUANG, PUSAT BANDAR,JALAN PERSIARAN,,"Monday,Tuesday,Wednesday,Thursday,Saturday,Sunday"
2023,5,MP KLUANG, PUSAT BANDAR,JALAN SEJAHTERA,,"Tuesday,Friday"
2023,5,MP KLUANG, PUSAT BANDAR,JALAN SEJAHTERA,PEJABAT KEMAS,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG, PUSAT BANDAR,JALAN SEKOLAH,KUARTERS KERAJAAN,"Tuesday,Friday"
2023,5,MP KLUANG, PUSAT BANDAR,JALAN SEKOLAH,KUARTERS LEMBAGA GETAH MALAYSIA,"Tuesday,Friday"
2023,5,MP KLUANG, PUSAT BANDAR,JALAN SEKOLAH,LEMBAGA GETAH MALAYSIA,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG, PUSAT BANDAR,JALAN SEKOLAH,SK TENGKU MAHMOOD 1 / SK TENGKU MAHMOOD 2,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG, PUSAT BANDAR,JALAN SEKOLAH,SMK TINGGI KLUANG DAN ASRAMA,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG, PUSAT BANDAR,JALAN SEKOLAH,SK PEREMPUAN BANDAR,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG, PUSAT BANDAR,JALAN SEKOLAH,PUSAT KEGIATAN GURU,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG, PUSAT BANDAR,JALAN SEKOLAH,MASJID JAMEK KLUANG,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG, PUSAT BANDAR,JALAN SEKOLAH,SK LELAKI BANDAR,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG, PUSAT BANDAR,JALAN SENTOL,,"Monday,Tuesday,Wednesday,Thursday,Saturday,Sunday"
2023,5,MP KLUANG, PUSAT BANDAR,JALAN STATION,,"Monday,Tuesday,Wednesday,Thursday,Saturday,Sunday"
2023,5,MP KLUANG, PUSAT BANDAR,JALAN SULTANAH,,"Monday,Tuesday,Wednesday,Thursday,Saturday,Sunday"
2023,5,MP KLUANG, PUSAT BANDAR,JALAN SYED HAMID SAGGAFT,,"Monday,Tuesday,Wednesday,Thursday,Saturday,Sunday"
2023,5,MP KLUANG, PUSAT BANDAR,JALAN TENGKU MAHKOTA ISMAIL,,"Monday,Tuesday,Wednesday,Thursday,Saturday,Sunday"
2023,5,MP KLUANG, PUSAT BANDAR,JALAN YAYASAN,,"Monday,Tuesday,Wednesday,Thursday,Saturday,Sunday"
2023,5,MP KLUANG, PUSAT BANDAR,"LORONG 1, JALAN SEJAHTERA",,"Tuesday,Friday"
2023,5,MP KLUANG, PUSAT BANDAR,"LORONG 2, JALAN SEJAHTERA",,"Tuesday,Friday"
2023,5,MP KLUANG, PUSAT BANDAR,"LORONG 3, JALAN SEJAHTERA",,"Tuesday,Friday"
2023,5,MP KLUANG, PUSAT BANDAR,PERSIARAN DATO HAJI ISMAIL HASSAN,,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG, PUSAT BANDAR,JALAN CIKU,,"Monday,Tuesday,Wednesday,Thursday,Saturday,Sunday"
2023,5,MP KLUANG, PUSAT BANDAR,JALAN PANGGUNG,,"Monday,Tuesday,Wednesday,Thursday,Saturday,Sunday"
2023,5,MP KLUANG, PUSAT BANDAR,JALAN MENGKIBOL,JABATAN KEBAJIKAN MASYARAKAT,"Monday,Tuesday,Wednesday,Thursday,Saturday,Sunday"
2023,5,MP KLUANG, PUSAT BANDAR,JALAN SENTOL 1,,"Monday,Tuesday,Wednesday,Thursday,Saturday,Sunday"
2023,5,MP KLUANG, PUSAT BANDAR,LORONG PANGGUNG,GERAI MPK,"Monday,Tuesday,Wednesday,Thursday,Saturday,Sunday"
2023,5,MP KLUANG, PUSAT BANDAR,JALAN GERAI MPK,GERAI MPK BENTENG,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG, PUSAT BANDAR,JALAN PERSIARAN YAYASAN,,"Monday,Tuesday,Wednesday,Thursday,Saturday,Sunday"
2023,5,MP KLUANG, PUSAT BANDAR,JALAN HASHIM,,"Monday,Tuesday,Wednesday,Thursday,Saturday,Sunday"
2023,5,MP KLUANG, PUSAT BANDAR,JALAN PASAR LAMA,,"Monday,Tuesday,Wednesday,Thursday,Saturday,Sunday"
2023,5,MP KLUANG,PUSAT PERNIAGAAN TASIK,JALAN TASIK 1,,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,PUSAT PERNIAGAAN TASIK,JALAN TASIK 2,,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN BERLIAN BIRU,JALAN BERLIAN 8,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN BERLIAN BIRU,JALAN BERLIAN 3,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN BERLIAN BIRU,JALAN BERLIAN 4,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN BERLIAN BIRU,JALAN BERLIAN 4,SURAU AL-KHAIRIAH / BALAIRAYA,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN BERLIAN BIRU,JALAN BERLIAN 5,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN BERLIAN BIRU,JALAN BERLIAN 6,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN BERLIAN BIRU,JALAN BERLIAN 7,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN BERLIAN BIRU,JALAN BERLIAN 2,,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN BERLIAN BIRU,JALAN BERLIAN 1,,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN BERLIAN BIRU,JALAN BERLIAN 9,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN BERLIAN BIRU 2,JALAN BERLIAN BIRU 1,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN BERLIAN BIRU 2,JALAN BERLIAN BIRU 2,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN BERSATU,JALAN 1,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN BERSATU,JALAN 1,,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN BERSATU,JALAN 2,,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN BERSATU,JALAN 3,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN BERSATU,JALAN 4,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN BERSATU,JALAN 5,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN BERSATU,JALAN 6,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN BERSATU,JALAN 7,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN BERSATU,JALAN 8,,"Tuesday,Friday"
2023,5,MP KLUANG,"TAMAN BESTARI, AYER HITAM",JALAN BESTARI 1,,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN BINTANG,JALAN BINTANG,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN BINTANG,JALAN BINTANG 3,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN BINTANG,JALAN BINTANG 4,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN CAHAYA PELANGI,JALAN CAHAYA PELANGI 1,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN CAHAYA PELANGI,JALAN CAHAYA PELANGI 2,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN CAHAYA PELANGI,JALAN CAHAYA PELANGI 3,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN CAHAYA PELANGI,JALAN CAHAYA PELANGI 4,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN CAHAYA PELANGI,JALAN CAHAYA PELANGI 5,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN CAHAYA PELANGI,JALAN CAHAYA PELANGI 6,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN CAHAYA PELANGI,JALAN CAHAYA PELANGI 7,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN CAHAYA PELANGI,JALAN CAHAYA PELANGI 8,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN CAHAYA PELANGI,JALAN CAHAYA PELANGI 9,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN CAHAYA PELANGI,JALAN CAHAYA PELANGI 10,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN CAHAYA PELANGI,JALAN CAHAYA PELANGI 11,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN DELIMA,JALAN 1,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN DELIMA,JALAN 1,,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN DELIMA,JALAN 10,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN DELIMA,JALAN 11,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN DELIMA,JALAN 12,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN DELIMA,JALAN 13,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN DELIMA,JALAN 14,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN DELIMA,JALAN 14/1,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN DELIMA,JALAN 14/2,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN DELIMA,JALAN 14/3,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN DELIMA,JALAN 14/4,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN DELIMA,JALAN 15,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN DELIMA,JALAN 16,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN DELIMA,JALAN 17,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN DELIMA,JALAN 18,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN DELIMA,JALAN 19,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN DELIMA,JALAN 2,,"Wednesday,Sunday"
